Species	Infraorder	Family	Distribution	Body mass male (Kg)	Geographic range size (log km2)	Diet	Interaction	Fleshy fruits	Dry Fruits	Seeds	Flowers	Leaves	Gum	Bark	Nectar	Fungi	Vertebrates	Insects	Main References
Rhinopithecus_roxellana	Simiiformes	Cercophitecidae	Asia	19.8	4.503634	Folivore	Antagonism	1	1	1	1	1	0	1	0	0	0	0	"271, 483, 487, 488, 489"
Rungwecebus_kipunji	Simiiformes	Cercophitecidae	Africa	13	1.886490725	Folivore	Antagonism	1	1	1	1	1	0	1	0	1	0	1	115
Saguinus_bicolor	Simiiformes	Cebidae	America	0.43	4.654465	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_fuscicollis	Simiiformes	Cebidae	America	0.35	6.339551208	Frugivore	Mutualism	1	0	0	0	0	1	0	1	0	0	1	"10, 11, 27, 104, 105, 156, 277, 308, 310, 350"
Saguinus_geoffroyi	Simiiformes	Cebidae	America	0.55	5.005918015	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_graellsi	Simiiformes	Cebidae	America	0.56	5.07184152	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_imperator	Simiiformes	Cebidae	America	0.518	5.317108	Frugivore	Mutualism	1	0	0	0	0	1	0	1	0	0	1	"10, 11, 27"
Saguinus_inustus	Simiiformes	Cebidae	America	0.803	5.632783144	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_labiatus	Simiiformes	Cebidae	America	0.539	5.852965254	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27, 350"
Saguinus_leucopus	Simiiformes	Cebidae	America	0.44	4.837335868	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_martinsi	Simiiformes	Cebidae	America	0.43	4.432889155	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_melanoleucus	Simiiformes	Cebidae	America	0.35	4.566888076	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_midas	Simiiformes	Cebidae	America	0.475	6.192038	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_mystax	Simiiformes	Cebidae	America	0.4	6.088074397	Frugivore	Mutualism	1	0	0	0	0	1	0	1	0	0	1	"10, 11, 27, 104, 105, 308, 310"
Saguinus_niger	Simiiformes	Cebidae	America	0.48	5.506331821	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_nigricollis	Simiiformes	Cebidae	America	0.475	5.223492	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_oedipus	Simiiformes	Cebidae	America	0.411	4.881076375	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saguinus_pileatus	Simiiformes	Cebidae	America	0.48	5.440104155	Frugivore	Mutualism	1	0	0	0	0	1	0	1	0	0	1	"10, 11, 27"
Saguinus_tripartitus	Simiiformes	Cebidae	America	0.355	4.803297	Frugivore	Mutualism	1	0	0	0	0	1	0	0	0	0	1	"10, 11, 27"
Saimiri_boliviensis	Simiiformes	Cebidae	America	0.775	6.010636	Frugivore	Mutualism	1	0	0	0	0	0	0	1	0	0	1	"11, 214"
Saimiri_oerstedii	Simiiformes	Cebidae	America	0.84	4.322219295	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	1	"11, 214"
Saimiri_sciureus	Simiiformes	Cebidae	America	0.925	6.628161	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	1	"11, 214, 275"
Saimiri_ustus	Simiiformes	Cebidae	America	0.81	5.999002149	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	1	11
Saimiri_vanzolinii	Simiiformes	Cebidae	America	0.95	4.514202305	Frugivore	Mutualism	1	0	0	0	0	0	0	0	0	0	1	11
Semnopithecus_ajax	Simiiformes	Cercophitecidae	Asia	17.2	3.099852185	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	53
Semnopithecus_dussumieri	Simiiformes	Cercophitecidae	Asia	17.2	5.888661563	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Semnopithecus_entellus	Simiiformes	Cercophitecidae	Asia	17.2	5.571856958	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"214, 218, 361, 390, 391, 451"
Semnopithecus_hector	Simiiformes	Cercophitecidae	Asia	17.2	4.873427273	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	122
Semnopithecus_hypoleucos	Simiiformes	Cercophitecidae	Asia	10.026	3.931734785	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Semnopithecus_priam	Simiiformes	Cercophitecidae	Asia	17.2	4.698970004	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Semnopithecus_shistaceus	Simiiformes	Cercophitecidae	Asia	19.8	5.380982231	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Simias_concolor	Simiiformes	Cercophitecidae	Asia	7.85	3.380211242	Folivore	Antagonism	1	0	0	1	1	0	0	0	0	0	0	191
Symphalangus_syndactylus	Simiiformes	Hylobatidae	Asia	11.9	5.202848	Frugivore	Mutualism	1	0	1	1	1	0	0	0	0	0	0	"22, 214"
Theropithecus_gelada	Simiiformes	Cercophitecidae	Africa	18.5	5.214977	Folivore	Antagonism	0	0	1	0	1	0	0	0	0	0	1	"19, 95, 214, "
Trachypithecus_auratus	Simiiformes	Cercophitecidae	Asia	7	5.202848	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"214, 241, 592"
Trachypithecus_barbei	Simiiformes	Cercophitecidae	Asia		4.135205664	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Trachypithecus_cristatus	Simiiformes	Cercophitecidae	Asia	6.3	6.135137	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"214, 393"
Trachypithecus_delacouri	Simiiformes	Cercophitecidae	Asia	9	2.653212514	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"477, 478"
Trachypithecus_ebenus	Simiiformes	Cercophitecidae	Asia	9.15	4.094714691	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Trachypithecus_francoisi	Simiiformes	Cercophitecidae	Asia	9.15	2.146128036	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"218, 492, 493"
Trachypithecus_geei	Simiiformes	Cercophitecidae	Asia	10.8	3.80442	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Trachypithecus_germaini	Simiiformes	Cercophitecidae	Asia	6.3	5.340993218	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Trachypithecus_hatinhensis	Simiiformes	Cercophitecidae	Asia	9.15	4.094714691	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Trachypithecus_johnii	Simiiformes	Cercophitecidae	Asia	12	3.98248	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"171, 214, 241, 243, 417"
Trachypithecus_laotum	Simiiformes	Cercophitecidae	Asia	9.15	3.580566107	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Trachypithecus_obscurus	Simiiformes	Cercophitecidae	Asia	7.9	5.36489	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"214, 243, 256, 393"
Trachypithecus_phayrei	Simiiformes	Cercophitecidae	Asia	7.87	6.11177	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"214, 54"
Trachypithecus_pileatus	Simiiformes	Cercophitecidae	Asia	12	5.650171	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"154, 404"
Trachypithecus_poliocephalus	Simiiformes	Cercophitecidae	Asia	9	2.146128036	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"218, 272, 273"
Trachypithecus_shortrigei	Simiiformes	Cercophitecidae	Asia	13.182	3.890105216	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	20
Trachypithecus_vetulus	Simiiformes	Cercophitecidae	Asia	8.17	3.278753601	Folivore	Antagonism	1	1	1	1	1	0	0	0	0	0	0	"214, 243"
Tarsius_bancanus	Tarsiiformes	Tarsiidae	Asia	0.125	5.949834	Faunivore	Antagonism	0	0	0	0	0	0	0	0	0	1	1	"26, 32, 151, 222, 375"
Tarsius_dentatus	Tarsiiformes	Tarsiidae	Asia	0.1	3.20075	Faunivore	Antagonism	0	0	0	0	0	0	0	0	0	1	1	"26, 32"
Tarsius_pelengensis	Tarsiiformes	Tarsiidae	Asia	0.125	3.381295623	Faunivore	Antagonism	0	0	0	0	0	0	0	0	0	1	1	"26, 32"
Tarsius_pumilus	Tarsiiformes	Tarsiidae	Asia	0.0507	4.203971	Faunivore	Antagonism	0	0	0	0	0	0	0	0	0	1	1	"26, 32, 188"
Tarsius_sangirensis	Tarsiiformes	Tarsiidae	Asia	0.125	2.910090546	Faunivore	Antagonism	0	0	0	0	0	0	0	0	0	1	1	"26, 32"
Tarsius_syrichta	Tarsiiformes	Tarsiidae	Asia	0.125	5.046502	Faunivore	Antagonism	0	0	0	0	0	0	0	0	0	1	1	"26, 32"
Tarsius_tarsier	Tarsiiformes	Tarsiidae	Asia	0.125	5.354373	Faunivore	Antagonism	0	0	0	0	0	0	0	0	0	1	1	"26, 32, 190"
